fips_code,county_name,state_code,estimated_hesitant,estimated_hesitant_or_unsure,estimated_strongly_hesitant,social_vulnerability_index,svi_category,ability_to_handle_a_covid,cvac_category
13069,"Coffee County, Georgia",GA,0.188,0.2723,0.1224,0.95,Very High Vulnerability,0.87,Very High Concern
12107,"Putnam County, Florida",FL,0.1571,0.2171,0.1055,0.95,Very High Vulnerability,0.92,Very High Concern
13011,"Banks County, Georgia",GA,0.1656,0.2358,0.1061,0.56,Moderate Vulnerability,0.86,Very High Concern
09003,"Hartford County, Connecticut",CT,0.0531,0.078,0.029,0.51,Moderate Vulnerability,0.02,Very Low Concern
13079,"Crawford County, Georgia",GA,0.1478,0.2184,0.0935,0.68,High Vulnerability,0.75,High Concern
12037,"Franklin County, Florida",FL,0.1681,0.2345,0.1151,0.81,Very High Vulnerability,0.77,High Concern
13089,"DeKalb County, Georgia",GA,0.1216,0.1867,0.0745,0.66,High Vulnerability,0.61,High Concern
12099,"Palm Beach County, Florida",FL,0.1138,0.1584,0.0746,0.56,Moderate Vulnerability,0.52,Moderate Concern
13077,"Coweta County, Georgia",GA,0.1374,0.1961,0.0857,0.24,Low Vulnerability,0.46,Moderate Concern
13029,"Bryan County, Georgia",GA,0.1645,0.2508,0.1016,0.34,Low Vulnerability,0.6,Moderate Concern
08107,"Routt County, Colorado",CO,0.0832,0.1289,0.0501,0.06,Very Low Vulnerability,0.12,Very Low Concern
12017,"Citrus County, Florida",FL,0.136,0.1845,0.0909,0.6,High Vulnerability,0.65,High Concern
12021,"Collier County, Florida",FL,0.1071,0.1459,0.0706,0.46,Moderate Vulnerability,0.46,Moderate Concern
12045,"Gulf County, Florida",FL,0.1681,0.2345,0.1151,0.59,Moderate Vulnerability,0.7,High Concern
12083,"Marion County, Florida",FL,0.1434,0.1998,0.0958,0.75,High Vulnerability,0.71,High Concern
09011,"New London County, Connecticut",CT,0.0622,0.0904,0.034,0.36,Low Vulnerability,0.03,Very Low Concern
10005,"Sussex County, Delaware",DE,0.0555,0.1121,0.0328,0.4,Moderate Vulnerability,0.12,Very Low Concern
12043,"Glades County, Florida",FL,0.1507,0.2148,0.1015,0.9,Very High Vulnerability,0.98,Very High Concern
12073,"Leon County, Florida",FL,0.1199,0.1781,0.0783,0.49,Moderate Vulnerability,0.59,Moderate Concern
13057,"Cherokee County, Georgia",GA,0.1369,0.1896,0.0852,0.12,Very Low Vulnerability,0.47,Moderate Concern
12007,"Bradford County, Florida",FL,0.1795,0.2473,0.1242,0.93,Very High Vulnerability,0.95,Very High Concern
12095,"Orange County, Florida",FL,0.1238,0.1775,0.0797,0.67,High Vulnerability,0.72,High Concern
09001,"Fairfield County, Connecticut",CT,0.0499,0.0717,0.0278,0.45,Moderate Vulnerability,0.04,Very Low Concern
12063,"Jackson County, Florida",FL,0.1681,0.2345,0.1151,0.96,Very High Vulnerability,0.94,Very High Concern
13109,"Evans County, Georgia",GA,0.1864,0.2692,0.1219,0.98,Very High Vulnerability,0.76,High Concern
12053,"Hernando County, Florida",FL,0.1438,0.197,0.0951,0.55,Moderate Vulnerability,0.57,Moderate Concern
12125,"Union County, Florida",FL,0.1795,0.2473,0.1242,0.84,Very High Vulnerability,0.94,Very High Concern
13047,"Catoosa County, Georgia",GA,0.1694,0.2414,0.1079,0.13,Very Low Vulnerability,0.46,Moderate Concern
12115,"Sarasota County, Florida",FL,0.1129,0.1507,0.0745,0.25,Low Vulnerability,0.33,Low Concern
12105,"Polk County, Florida",FL,0.1434,0.2024,0.0947,0.9,Very High Vulnerability,0.87,Very High Concern
08117,"Summit County, Colorado",CO,0.0652,0.0995,0.0382,0.07,Very Low Vulnerability,0.15,Very Low Concern
12033,"Escambia County, Florida",FL,0.1528,0.2151,0.1014,0.49,Moderate Vulnerability,0.59,Moderate Concern
13015,"Bartow County, Georgia",GA,0.1717,0.2445,0.1088,0.59,Moderate Vulnerability,0.72,High Concern
13025,"Brantley County, Georgia",GA,0.188,0.2723,0.1224,0.62,High Vulnerability,0.8,High Concern
13101,"Echols County, Georgia",GA,0.188,0.2723,0.1224,0.66,High Vulnerability,0.92,Very High Concern
13001,"Appling County, Georgia",GA,0.1864,0.2692,0.1219,0.97,Very High Vulnerability,0.92,Very High Concern
12086,"Miami-Dade County, Florida",FL,0.1125,0.164,0.0719,0.82,Very High Vulnerability,0.82,Very High Concern
13035,"Butts County, Georgia",GA,0.1683,0.2448,0.1072,0.77,High Vulnerability,0.86,Very High Concern
13081,"Crisp County, Georgia",GA,0.1556,0.2329,0.0991,0.99,Very High Vulnerability,0.8,Very High Concern
13091,"Dodge County, Georgia",GA,0.1728,0.2541,0.1117,0.92,Very High Vulnerability,0.91,Very High Concern
08109,"Saguache County, Colorado",CO,0.0796,0.1312,0.0479,0.81,Very High Vulnerability,0.68,High Concern
12113,"Santa Rosa County, Florida",FL,0.1501,0.2053,0.0997,0.31,Low Vulnerability,0.58,Moderate Concern
12023,"Columbia County, Florida",FL,0.1795,0.2473,0.1242,0.86,Very High Vulnerability,0.74,High Concern
13045,"Carroll County, Georgia",GA,0.1767,0.2537,0.1124,0.78,High Vulnerability,0.68,High Concern
13067,"Cobb County, Georgia",GA,0.1195,0.1739,0.0732,0.27,Low Vulnerability,0.44,Moderate Concern
13111,"Fannin County, Georgia",GA,0.1688,0.2387,0.108,0.3,Low Vulnerability,0.4,Moderate Concern
12051,"Hendry County, Florida",FL,0.1507,0.2148,0.1015,0.99,Very High Vulnerability,0.97,Very High Concern
12081,"Manatee County, Florida",FL,0.1243,0.1707,0.0818,0.52,Moderate Vulnerability,0.41,Moderate Concern
09013,"Tolland County, Connecticut",CT,0.0552,0.0783,0.0309,0.07,Very Low Vulnerability,0.02,Very Low Concern
13009,"Baldwin County, Georgia",GA,0.1478,0.2184,0.0935,0.87,Very High Vulnerability,0.78,High Concern
12055,"Highlands County, Florida",FL,0.1445,0.2054,0.0975,0.87,Very High Vulnerability,0.82,Very High Concern
12087,"Monroe County, Florida",FL,0.1365,0.1888,0.089,0.46,Moderate Vulnerability,0.59,Moderate Concern
09009,"New Haven County, Connecticut",CT,0.0579,0.0854,0.0318,0.52,Moderate Vulnerability,0.04,Very Low Concern
13075,"Cook County, Georgia",GA,0.1747,0.2552,0.1121,0.85,Very High Vulnerability,0.95,Very High Concern
12015,"Charlotte County, Florida",FL,0.1228,0.1658,0.0826,0.49,Moderate Vulnerability,0.52,Moderate Concern
08125,"Yuma County, Colorado",CO,0.0945,0.1484,0.0582,0.56,Moderate Vulnerability,0.47,Moderate Concern
12097,"Osceola County, Florida",FL,0.1224,0.1787,0.0775,0.82,Very High Vulnerability,0.81,Very High Concern
13107,"Emanuel County, Georgia",GA,0.1728,0.2541,0.1117,0.98,Very High Vulnerability,0.91,Very High Concern
12041,"Gilchrist County, Florida",FL,0.1795,0.2473,0.1242,0.76,High Vulnerability,0.9,Very High Concern
13017,"Ben Hill County, Georgia",GA,0.1747,0.2552,0.1121,0.87,Very High Vulnerability,0.9,Very High Concern
12127,"Volusia County, Florida",FL,0.1334,0.186,0.0873,0.53,Moderate Vulnerability,0.65,High Concern
13027,"Brooks County, Georgia",GA,0.1747,0.2552,0.1121,0.84,Very High Vulnerability,0.82,Very High Concern
12035,"Flagler County, Florida",FL,0.1206,0.1651,0.0794,0.28,Low Vulnerability,0.67,High Concern
12005,"Bay County, Florida",FL,0.1553,0.212,0.103,0.61,High Vulnerability,0.67,High Concern
12065,"Jefferson County, Florida",FL,0.1681,0.2345,0.1151,0.57,Moderate Vulnerability,0.8,High Concern
13049,"Charlton County, Georgia",GA,0.188,0.2723,0.1224,0.88,Very High Vulnerability,0.95,Very High Concern
13099,"Early County, Georgia",GA,0.1784,0.2645,0.1148,0.92,Very High Vulnerability,0.88,Very High Concern
11001,"District of Columbia, District of Columbia",DC,0.0655,0.085,0.0403,0.6,Moderate Vulnerability,0.17,Very Low Concern
08119,"Teller County, Colorado",CO,0.0824,0.1366,0.0494,0.07,Very Low Vulnerability,0.09,Very Low Concern
12103,"Pinellas County, Florida",FL,0.1239,0.17,0.0812,0.52,Moderate Vulnerability,0.58,Moderate Concern
13059,"Clarke County, Georgia",GA,0.1288,0.205,0.0787,0.77,High Vulnerability,0.7,High Concern
12071,"Lee County, Florida",FL,0.1209,0.1666,0.0795,0.55,Moderate Vulnerability,0.48,Moderate Concern
12117,"Seminole County, Florida",FL,0.1146,0.1595,0.0736,0.18,Very Low Vulnerability,0.46,Moderate Concern
12027,"DeSoto County, Florida",FL,0.1434,0.2037,0.0968,0.96,Very High Vulnerability,0.95,Very High Concern
13113,"Fayette County, Georgia",GA,0.1136,0.1588,0.0702,0.06,Very Low Vulnerability,0.18,Very Low Concern
12013,"Calhoun County, Florida",FL,0.1681,0.2345,0.1151,0.84,Very High Vulnerability,0.98,Very High Concern
12057,"Hillsborough County, Florida",FL,0.1289,0.1838,0.0833,0.67,High Vulnerability,0.67,High Concern
09015,"Windham County, Connecticut",CT,0.0677,0.0988,0.0375,0.42,Moderate Vulnerability,0.09,Very Low Concern
13033,"Burke County, Georgia",GA,0.1623,0.2462,0.1043,0.85,Very High Vulnerability,0.87,Very High Concern
08111,"San Juan County, Colorado",CO,0.0736,0.1142,0.0438,0.13,Very Low Vulnerability,0.52,Moderate Concern
13073,"Columbia County, Georgia",GA,0.1313,0.1837,0.0817,0.13,Very Low Vulnerability,0.37,Low Concern
13093,"Dooly County, Georgia",GA,0.1556,0.2329,0.0991,0.95,Very High Vulnerability,0.96,Very High Concern
12111,"St. Lucie County, Florida",FL,0.1359,0.1888,0.0902,0.72,High Vulnerability,0.73,High Concern
13007,"Baker County, Georgia",GA,0.1784,0.2645,0.1148,0.74,High Vulnerability,0.91,Very High Concern
13083,"Dade County, Georgia",GA,0.1694,0.2414,0.1079,0.52,Moderate Vulnerability,0.74,High Concern
12049,"Hardee County, Florida",FL,0.1434,0.2037,0.0968,0.98,Very High Vulnerability,0.93,Very High Concern
09007,"Middlesex County, Connecticut",CT,0.0541,0.0777,0.0299,0.12,Very Low Vulnerability,0.0,Very Low Concern
12089,"Nassau County, Florida",FL,0.155,0.2116,0.1039,0.25,Low Vulnerability,0.52,Moderate Concern
12079,"Madison County, Florida",FL,0.1725,0.2418,0.1175,0.96,Very High Vulnerability,0.98,Very High Concern
12133,"Washington County, Florida",FL,0.1553,0.212,0.103,0.89,Very High Vulnerability,0.95,Very High Concern
13043,"Candler County, Georgia",GA,0.1728,0.2541,0.1117,0.98,Very High Vulnerability,0.89,Very High Concern
13065,"Clinch County, Georgia",GA,0.188,0.2723,0.1224,0.98,Very High Vulnerability,0.92,Very High Concern
12119,"Sumter County, Florida",FL,0.1138,0.1549,0.0767,0.24,Low Vulnerability,0.39,Low Concern
13019,"Berrien County, Georgia",GA,0.1747,0.2552,0.1121,0.85,Very High Vulnerability,0.96,Very High Concern
17135,"Montgomery County, Illinois",IL,0.1017,0.1692,0.0633,0.39,Low Vulnerability,0.39,Low Concern
18069,"Huntington County, Indiana",IN,0.1383,0.1858,0.0882,0.12,Very Low Vulnerability,0.58,Moderate Concern
17199,"Williamson County, Illinois",IL,0.0985,0.168,0.0603,0.48,Moderate Vulnerability,0.37,Low Concern
16085,"Valley County, Idaho",ID,0.1868,0.2457,0.1225,0.09,Very Low Vulnerability,0.18,Very Low Concern
17173,"Shelby County, Illinois",IL,0.0986,0.1641,0.0612,0.09,Very Low Vulnerability,0.38,Low Concern
18023,"Clinton County, Indiana",IN,0.139,0.1908,0.0873,0.57,Moderate Vulnerability,0.78,High Concern
17007,"Boone County, Illinois",IL,0.0888,0.1478,0.0541,0.47,Moderate Vulnerability,0.35,Low Concern
18033,"DeKalb County, Indiana",IN,0.1483,0.1966,0.0976,0.23,Low Vulnerability,0.61,High Concern
17017,"Cass County, Illinois",IL,0.1042,0.1739,0.0646,0.7,High Vulnerability,0.66,High Concern
17109,"McDonough County, Illinois",IL,0.0965,0.1625,0.0593,0.52,Moderate Vulnerability,0.54,Moderate Concern
18077,"Jefferson County, Indiana",IN,0.1417,0.1922,0.089,0.44,Moderate Vulnerability,0.57,Moderate Concern
17081,"Jefferson County, Illinois",IL,0.1002,0.1676,0.0618,0.81,Very High Vulnerability,0.29,Low Concern
17045,"Edgar County, Illinois",IL,0.0958,0.1619,0.0591,0.34,Low Vulnerability,0.49,Moderate Concern
17071,"Henderson County, Illinois",IL,0.0965,0.1625,0.0593,0.07,Very Low Vulnerability,0.15,Very Low Concern
17047,"Edwards County, Illinois",IL,0.1039,0.1725,0.0652,0.24,Low Vulnerability,0.43,Moderate Concern
17101,"Lawrence County, Illinois",IL,0.1055,0.1745,0.0657,0.78,High Vulnerability,0.66,High Concern
17025,"Clay County, Illinois",IL,0.1055,0.1745,0.0657,0.61,High Vulnerability,0.37,Low Concern
18013,"Brown County, Indiana",IN,0.1343,0.1795,0.0845,0.06,Very Low Vulnerability,0.37,Low Concern
18043,"Floyd County, Indiana",IN,0.1268,0.1707,0.0788,0.17,Very Low Vulnerability,0.34,Low Concern
17037,"DeKalb County, Illinois",IL,0.0796,0.136,0.0475,0.49,Moderate Vulnerability,0.38,Low Concern
17089,"Kane County, Illinois",IL,0.0747,0.1256,0.0449,0.42,Moderate Vulnerability,0.34,Low Concern
17183,"Vermilion County, Illinois",IL,0.106,0.1813,0.0653,0.81,Very High Vulnerability,0.66,High Concern
17111,"McHenry County, Illinois",IL,0.079,0.1285,0.0481,0.07,Very Low Vulnerability,0.22,Low Concern
17153,"Pulaski County, Illinois",IL,0.1039,0.1725,0.0652,0.69,High Vulnerability,0.69,High Concern
17055,"Franklin County, Illinois",IL,0.0985,0.168,0.0603,0.61,High Vulnerability,0.69,High Concern
18005,"Bartholomew County, Indiana",IN,0.1149,0.1549,0.0706,0.36,Low Vulnerability,0.55,Moderate Concern
13239,"Quitman County, Georgia",GA,0.1556,0.2329,0.0991,0.94,Very High Vulnerability,0.9,Very High Concern
16021,"Boundary County, Idaho",ID,0.185,0.2491,0.1203,0.31,Low Vulnerability,0.54,Moderate Concern
13289,"Twiggs County, Georgia",GA,0.1478,0.2184,0.0935,0.76,High Vulnerability,0.88,Very High Concern
13173,"Lanier County, Georgia",GA,0.188,0.2723,0.1224,0.87,Very High Vulnerability,0.92,Very High Concern
13193,"Macon County, Georgia",GA,0.1556,0.2329,0.0991,0.93,Very High Vulnerability,0.93,Very High Concern
13259,"Stewart County, Georgia",GA,0.1556,0.2329,0.0991,0.92,Very High Vulnerability,0.95,Very High Concern
13159,"Jasper County, Georgia",GA,0.1588,0.2245,0.1006,0.69,High Vulnerability,0.72,High Concern
16061,"Lewis County, Idaho",ID,0.1868,0.2457,0.1225,0.57,Moderate Vulnerability,0.64,High Concern
13183,"Long County, Georgia",GA,0.1645,0.2508,0.1016,0.83,Very High Vulnerability,0.79,High Concern
13249,"Schley County, Georgia",GA,0.1556,0.2329,0.0991,0.82,Very High Vulnerability,0.71,High Concern
13225,"Peach County, Georgia",GA,0.1478,0.2184,0.0935,0.94,Very High Vulnerability,0.85,Very High Concern
16069,"Nez Perce County, Idaho",ID,0.1868,0.2457,0.1225,0.51,Moderate Vulnerability,0.3,Low Concern
16005,"Bannock County, Idaho",ID,0.2022,0.2727,0.1315,0.58,Moderate Vulnerability,0.25,Low Concern
16035,"Clearwater County, Idaho",ID,0.1868,0.2457,0.1225,0.44,Moderate Vulnerability,0.36,Low Concern
13273,"Terrell County, Georgia",GA,0.1784,0.2645,0.1148,0.96,Very High Vulnerability,0.86,Very High Concern
16045,"Gem County, Idaho",ID,0.1683,0.2209,0.1094,0.66,High Vulnerability,0.56,Moderate Concern
13199,"Meriwether County, Georgia",GA,0.1696,0.2496,0.1076,0.87,Very High Vulnerability,0.84,Very High Concern
16055,"Kootenai County, Idaho",ID,0.193,0.254,0.1259,0.23,Low Vulnerability,0.11,Very Low Concern
13265,"Taliaferro County, Georgia",GA,0.1623,0.2462,0.1043,0.91,Very High Vulnerability,0.85,Very High Concern
16043,"Fremont County, Idaho",ID,0.2011,0.2729,0.1324,0.51,Moderate Vulnerability,0.32,Low Concern
15007,"Kauai County, Hawaii",HI,0.061,0.0979,0.0326,0.31,Low Vulnerability,0.18,Very Low Concern
13181,"Lincoln County, Georgia",GA,0.1623,0.2462,0.1043,0.56,Moderate Vulnerability,0.85,Very High Concern
13185,"Lowndes County, Georgia",GA,0.1592,0.2425,0.1003,0.87,Very High Vulnerability,0.82,Very High Concern
16083,"Twin Falls County, Idaho",ID,0.2016,0.2677,0.1317,0.5,Moderate Vulnerability,0.26,Low Concern
13209,"Montgomery County, Georgia",GA,0.1864,0.2692,0.1219,0.85,Very High Vulnerability,0.93,Very High Concern
13247,"Rockdale County, Georgia",GA,0.1524,0.2262,0.0957,0.55,Moderate Vulnerability,0.5,Moderate Concern
13151,"Henry County, Georgia",GA,0.1368,0.2043,0.0846,0.31,Low Vulnerability,0.48,Moderate Concern
13161,"Jeff Davis County, Georgia",GA,0.1864,0.2692,0.1219,0.94,Very High Vulnerability,0.94,Very High Concern
13207,"Monroe County, Georgia",GA,0.1478,0.2184,0.0935,0.46,Moderate Vulnerability,0.58,Moderate Concern
13237,"Putnam County, Georgia",GA,0.1478,0.2184,0.0935,0.43,Moderate Vulnerability,0.56,Moderate Concern
16023,"Butte County, Idaho",ID,0.1868,0.2457,0.1225,0.25,Low Vulnerability,0.37,Low Concern
13171,"Lamar County, Georgia",GA,0.1683,0.2448,0.1072,0.49,Moderate Vulnerability,0.79,High Concern
13261,"Sumter County, Georgia",GA,0.1556,0.2329,0.0991,0.98,Very High Vulnerability,0.76,High Concern
13227,"Pickens County, Georgia",GA,0.1688,0.2387,0.108,0.28,Low Vulnerability,0.39,Low Concern
16075,"Payette County, Idaho",ID,0.1683,0.2209,0.1094,0.6,High Vulnerability,0.29,Low Concern
13217,"Newton County, Georgia",GA,0.1524,0.2262,0.0957,0.71,High Vulnerability,0.68,High Concern
13291,"Union County, Georgia",GA,0.1469,0.2076,0.0934,0.31,Low Vulnerability,0.43,Moderate Concern
16013,"Blaine County, Idaho",ID,0.2013,0.2776,0.1338,0.32,Low Vulnerability,0.29,Low Concern
13281,"Towns County, Georgia",GA,0.1469,0.2076,0.0934,0.33,Low Vulnerability,0.4,Moderate Concern
13271,"Telfair County, Georgia",GA,0.1864,0.2692,0.1219,0.84,Very High Vulnerability,0.97,Very High Concern
13195,"Madison County, Georgia",GA,0.1503,0.215,0.0953,0.64,High Vulnerability,0.74,High Concern
16067,"Minidoka County, Idaho",ID,0.2013,0.2776,0.1338,0.68,High Vulnerability,0.51,Moderate Concern
13251,"Screven County, Georgia",GA,0.1576,0.2346,0.0986,0.85,Very High Vulnerability,0.93,Very High Concern
16003,"Adams County, Idaho",ID,0.1868,0.2457,0.1225,0.29,Low Vulnerability,0.35,Low Concern
16047,"Gooding County, Idaho",ID,0.2013,0.2776,0.1338,0.71,High Vulnerability,0.68,High Concern
16057,"Latah County, Idaho",ID,0.185,0.2491,0.1203,0.25,Low Vulnerability,0.32,Low Concern
13279,"Toombs County, Georgia",GA,0.1864,0.2692,0.1219,0.98,Very High Vulnerability,0.81,Very High Concern
13187,"Lumpkin County, Georgia",GA,0.1469,0.2076,0.0934,0.43,Moderate Vulnerability,0.65,High Concern
16011,"Bingham County, Idaho",ID,0.2012,0.2729,0.1323,0.51,Moderate Vulnerability,0.26,Low Concern
16033,"Clark County, Idaho",ID,0.1868,0.2457,0.1225,0.89,Very High Vulnerability,0.7,High Concern
16077,"Power County, Idaho",ID,0.2022,0.2727,0.1315,0.52,Moderate Vulnerability,0.45,Moderate Concern
13215,"Muscogee County, Georgia",GA,0.1496,0.2319,0.0927,0.9,Very High Vulnerability,0.7,High Concern
13245,"Richmond County, Georgia",GA,0.1604,0.2466,0.0995,0.93,Very High Vulnerability,0.72,High Concern
13153,"Houston County, Georgia",GA,0.1434,0.2143,0.0894,0.57,Moderate Vulnerability,0.65,High Concern
13309,"Wheeler County, Georgia",GA,0.1864,0.2692,0.1219,0.81,Very High Vulnerability,0.98,Very High Concern
13219,"Oconee County, Georgia",GA,0.1503,0.215,0.0953,0.04,Very Low Vulnerability,0.25,Low Concern
13253,"Seminole County, Georgia",GA,0.1784,0.2645,0.1148,0.83,Very High Vulnerability,0.83,Very High Concern
13149,"Heard County, Georgia",GA,0.1696,0.2496,0.1076,0.72,High Vulnerability,0.81,Very High Concern
16041,"Franklin County, Idaho",ID,0.2022,0.2727,0.1315,0.14,Very Low Vulnerability,0.33,Low Concern
13179,"Liberty County, Georgia",GA,0.1645,0.2508,0.1016,0.89,Very High Vulnerability,0.76,High Concern
13263,"Talbot County, Georgia",GA,0.1556,0.2329,0.0991,0.86,Very High Vulnerability,0.92,Very High Concern
16073,"Owyhee County, Idaho",ID,0.1919,0.2592,0.1235,0.82,Very High Vulnerability,0.61,High Concern
13205,"Mitchell County, Georgia",GA,0.1784,0.2645,0.1148,0.99,Very High Vulnerability,0.93,Very High Concern
13317,"Wilkes County, Georgia",GA,0.1623,0.2462,0.1043,0.76,High Vulnerability,0.89,Very High Concern
13293,"Upson County, Georgia",GA,0.1683,0.2448,0.1072,0.85,Very High Vulnerability,0.79,High Concern
15005,"Kalawao County, Hawaii",HI,0.061,0.0979,0.0326,0.32,Low Vulnerability,0.57,Moderate Concern
13197,"Marion County, Georgia",GA,0.1556,0.2329,0.0991,0.85,Very High Vulnerability,0.83,Very High Concern
13169,"Jones County, Georgia",GA,0.1478,0.2184,0.0935,0.38,Low Vulnerability,0.58,Moderate Concern
13229,"Pierce County, Georgia",GA,0.188,0.2723,0.1224,0.66,High Vulnerability,0.81,Very High Concern
16015,"Boise County, Idaho",ID,0.1868,0.2457,0.1225,0.07,Very Low Vulnerability,0.29,Low Concern
16065,"Madison County, Idaho",ID,0.2011,0.2729,0.1324,0.4,Moderate Vulnerability,0.35,Low Concern
13163,"Jefferson County, Georgia",GA,0.1623,0.2462,0.1043,0.94,Very High Vulnerability,0.91,Very High Concern
13133,"Greene County, Georgia",GA,0.1503,0.215,0.0953,0.54,Moderate Vulnerability,0.6,Moderate Concern
13269,"Taylor County, Georgia",GA,0.1556,0.2329,0.0991,0.92,Very High Vulnerability,0.91,Very High Concern
16025,"Camas County, Idaho",ID,0.2013,0.2776,0.1338,0.13,Very Low Vulnerability,0.4,Moderate Concern
13235,"Pulaski County, Georgia",GA,0.1434,0.2143,0.0894,0.85,Very High Vulnerability,0.79,High Concern
13283,"Treutlen County, Georgia",GA,0.1728,0.2541,0.1117,0.95,Very High Vulnerability,0.96,Very High Concern
13189,"McDuffie County, Georgia",GA,0.1623,0.2462,0.1043,0.94,Very High Vulnerability,0.83,Very High Concern
16079,"Shoshone County, Idaho",ID,0.185,0.2491,0.1203,0.76,High Vulnerability,0.56,Moderate Concern
13177,"Lee County, Georgia",GA,0.1552,0.2382,0.0982,0.35,Low Vulnerability,0.51,Moderate Concern
13221,"Oglethorpe County, Georgia",GA,0.1503,0.215,0.0953,0.52,Moderate Vulnerability,0.73,High Concern
13155,"Irwin County, Georgia",GA,0.1747,0.2552,0.1121,0.84,Very High Vulnerability,0.91,Very High Concern
16001,"Ada County, Idaho",ID,0.1771,0.2342,0.114,0.14,Very Low Vulnerability,0.13,Very Low Concern
13125,"Glascock County, Georgia",GA,0.1623,0.2462,0.1043,0.69,High Vulnerability,0.81,Very High Concern
16039,"Elmore County, Idaho",ID,0.2013,0.2776,0.1338,0.59,Moderate Vulnerability,0.54,Moderate Concern
16059,"Lemhi County, Idaho",ID,0.1868,0.2457,0.1225,0.3,Low Vulnerability,0.5,Moderate Concern
13277,"Tift County, Georgia",GA,0.1747,0.2552,0.1121,0.88,Very High Vulnerability,0.83,Very High Concern
13307,"Webster County, Georgia",GA,0.1556,0.2329,0.0991,0.79,High Vulnerability,0.86,Very High Concern
16049,"Idaho County, Idaho",ID,0.1868,0.2457,0.1225,0.54,Moderate Vulnerability,0.47,Moderate Concern
13213,"Murray County, Georgia",GA,0.1688,0.2387,0.108,0.71,High Vulnerability,0.81,Very High Concern
13147,"Hart County, Georgia",GA,0.1656,0.2358,0.1061,0.72,High Vulnerability,0.77,High Concern
13255,"Spalding County, Georgia",GA,0.1683,0.2448,0.1072,0.87,Very High Vulnerability,0.78,High Concern
13243,"Randolph County, Georgia",GA,0.1556,0.2329,0.0991,0.97,Very High Vulnerability,0.77,High Concern
13299,"Ware County, Georgia",GA,0.188,0.2723,0.1224,0.84,Very High Vulnerability,0.77,High Concern
16009,"Benewah County, Idaho",ID,0.185,0.2491,0.1203,0.73,High Vulnerability,0.43,Moderate Concern
16031,"Cassia County, Idaho",ID,0.2016,0.2677,0.1317,0.67,High Vulnerability,0.27,Low Concern
13285,"Troup County, Georgia",GA,0.1696,0.2496,0.1076,0.9,Very High Vulnerability,0.81,Very High Concern
13319,"Wilkinson County, Georgia",GA,0.1478,0.2184,0.0935,0.79,High Vulnerability,0.9,Very High Concern
26061,"Houghton County, Michigan",MI,0.095,0.169,0.0584,0.5,Moderate Vulnerability,0.56,Moderate Concern
27033,"Cottonwood County, Minnesota",MN,0.0788,0.1211,0.0428,0.47,Moderate Vulnerability,0.25,Low Concern
23031,"York County, Maine",ME,0.0827,0.1111,0.0676,0.09,Very Low Vulnerability,0.13,Very Low Concern
26099,"Macomb County, Michigan",MI,0.0914,0.1612,0.0559,0.33,Low Vulnerability,0.26,Low Concern
26153,"Schoolcraft County, Michigan",MI,0.1087,0.1903,0.0665,0.55,Moderate Vulnerability,0.59,Moderate Concern
24011,"Caroline County, Maryland",MD,0.0753,0.107,0.0399,0.55,Moderate Vulnerability,0.22,Low Concern
26163,"Wayne County, Michigan",MI,0.0988,0.1856,0.0602,0.87,Very High Vulnerability,0.5,Moderate Concern
24021,"Frederick County, Maryland",MD,0.0673,0.0937,0.0351,0.16,Very Low Vulnerability,0.06,Very Low Concern
27041,"Douglas County, Minnesota",MN,0.0719,0.1093,0.0385,0.04,Very Low Vulnerability,0.1,Very Low Concern
27063,"Jackson County, Minnesota",MN,0.0788,0.1211,0.0428,0.03,Very Low Vulnerability,0.34,Low Concern
18035,"Delaware County, Indiana",IN,0.1287,0.1824,0.0792,0.57,Moderate Vulnerability,0.59,Moderate Concern
17165,"Saline County, Illinois",IL,0.1039,0.1725,0.0652,0.86,Very High Vulnerability,0.49,Moderate Concern
18087,"LaGrange County, Indiana",IN,0.1483,0.1966,0.0976,0.37,Low Vulnerability,0.94,Very High Concern
17119,"Madison County, Illinois",IL,0.0864,0.1441,0.0523,0.3,Low Vulnerability,0.2,Low Concern
18057,"Hamilton County, Indiana",IN,0.0847,0.1112,0.052,0.03,Very Low Vulnerability,0.24,Low Concern
17175,"Stark County, Illinois",IL,0.0894,0.1509,0.0547,0.06,Very Low Vulnerability,0.23,Low Concern
18059,"Hancock County, Indiana",IN,0.132,0.1761,0.0835,0.02,Very Low Vulnerability,0.36,Low Concern
18025,"Crawford County, Indiana",IN,0.125,0.1705,0.0779,0.39,Low Vulnerability,0.8,High Concern
16087,"Washington County, Idaho",ID,0.1683,0.2209,0.1094,0.85,Very High Vulnerability,0.67,High Concern
17145,"Perry County, Illinois",IL,0.0985,0.168,0.0603,0.65,High Vulnerability,0.61,High Concern
17009,"Brown County, Illinois",IL,0.0991,0.1637,0.0611,0.47,Moderate Vulnerability,0.73,High Concern
17117,"Macoupin County, Illinois",IL,0.1042,0.1739,0.0646,0.2,Very Low Vulnerability,0.13,Very Low Concern
18027,"Daviess County, Indiana",IN,0.1351,0.1825,0.0853,0.69,High Vulnerability,0.85,Very High Concern
17167,"Sangamon County, Illinois",IL,0.0863,0.1477,0.0522,0.44,Moderate Vulnerability,0.16,Very Low Concern
17201,"Winnebago County, Illinois",IL,0.0923,0.1585,0.0561,0.72,High Vulnerability,0.36,Low Concern
